City,Population,MedianIncome,PopulationWithHighSchoolDiploma,PopulationWithAssociatesDegree,PopulationWithBachelorsDegree,PopulationWithHighSpeedInternet,Latitude,Longitude
"Colchester, CT",16611.0,104863.0,2585.0,1127.0,2839.0,4494,41.5775917,-72.3327415
"Colchester, IL",2510.0,44821.0,682.0,177.0,253.0,1402,40.42561,-90.7921739
"Colcord, OK",5547.0,42151.0,1414.0,161.0,334.0,739,36.2647072,-94.6923437
"Colcord, WV",63.0,-666666666.0,13.0,0.0,0.0,56,37.9450787,-81.43739240000002
"Cold Brook, NY",2351.0,54700.0,557.0,190.0,163.0,331,43.23987460000001,-75.03886920000002
"Cold Spring Harbor, NY",3175.0,250001.0,166.0,46.0,784.0,3094,40.8643223,-73.4564061
"Cold Spring, MN",8471.0,78641.0,1471.0,765.0,1016.0,4132,45.45742620000001,-94.4297571
"Cold Spring, NY",5375.0,107171.0,718.0,321.0,1066.0,1879,41.419238,-73.9547452
"Coldiron, KY",506.0,28295.0,87.0,34.0,6.0,234,36.8282878,-83.4528788
"Coldspring, TX",7971.0,43642.0,2176.0,162.0,673.0,874,30.5892995,-95.1311812
"Coldwater, KS",1019.0,51250.0,228.0,80.0,64.0,759,37.2675428,-99.3234003
"Coldwater, MI",23685.0,50909.0,5259.0,1542.0,1907.0,11874,41.9460098,-84.999302
"Coldwater, MS",12258.0,41804.0,3127.0,710.0,526.0,1635,34.6903762,-89.9755172
"Coldwater, OH",6295.0,63636.0,1791.0,463.0,615.0,4397,40.4829868,-84.6333077
"Cole Camp, MO",3435.0,44808.0,869.0,211.0,151.0,1026,38.4596425,-93.2020993
"Colebrook, NH",2804.0,43814.0,660.0,158.0,242.0,1226,44.8949488,-71.4944331
"Coleharbor, ND",418.0,69750.0,140.0,53.0,47.0,81,47.5425331,-101.2213654
"Coleman, FL",557.0,31167.0,190.0,21.0,29.0,892,28.8027784,-82.07077120000002
"Coleman, GA",285.0,-666666666.0,30.0,7.0,49.0,114,31.6685963,-84.89295759999997
"Coleman, MI",5049.0,45000.0,1303.0,258.0,349.0,1236,43.7591605,-84.5869169
"Coleman, OK",1143.0,53676.0,250.0,68.0,115.0,34,34.264652500000004,-96.4206258
"Coleman, WI",2349.0,56007.0,697.0,214.0,127.0,681,45.0669983,-88.03566140000002
"Colerain, NC",3568.0,34160.0,1341.0,132.0,144.0,204,36.2015735,-76.7664001
"Coleraine, MN",1043.0,35481.0,174.0,96.0,144.0,1628,47.2587308,-93.4539363
"Coleridge, NE",766.0,55000.0,171.0,69.0,55.0,398,42.5064575,-97.2028247
"Colesburg, IA",892.0,52292.0,359.0,54.0,64.0,395,42.6387614,-91.201119
"Coleville, CA",1433.0,49909.0,383.0,70.0,119.0,350,38.5805614,-119.502863
"Colfax, CA",10472.0,72746.0,1710.0,964.0,1328.0,2144,39.0937989,-120.9532218
"Colfax, IA",2996.0,70550.0,623.0,236.0,391.0,2084,41.6797944,-93.2362802
"Colfax, IL",1365.0,61154.0,296.0,77.0,219.0,1110,40.5665978,-88.6160515
"Colfax, IN",1229.0,67727.0,273.0,109.0,75.0,685,40.1941824,-86.66694220000002
"Colfax, LA",6167.0,35077.0,1594.0,489.0,303.0,14,31.5195722,-92.6997398
"Colfax, ND",416.0,106250.0,29.0,59.0,81.0,123,46.470944,-96.8724566
"Colfax, WA",4234.0,52246.0,769.0,359.0,720.0,2834,46.9016018,-117.3452705
"Colfax, WI",4890.0,68086.0,1136.0,416.0,578.0,1173,44.9969659,-91.7255128
"Collbran, CO",1361.0,56563.0,272.0,43.0,114.0,310,39.2400088,-107.963517
"College Corner, OH",590.0,44250.0,107.0,44.0,46.0,424,39.56891160000001,-84.81141
"College Park, MD",38075.0,-333298824.5,2471.0,956.0,4048.0,29881,38.99627570000001,-76.9355944
"College Place, WA",9737.0,53083.0,596.0,771.0,1430.0,8395,46.0418163,-118.3879049
"College Springs, IA",246.0,36042.0,54.0,24.0,22.0,210,40.6213523,-95.1209917
"College Station, TX",126020.0,54502.0,5705.0,4432.0,16957.0,85857,30.5851598,-96.2963598
"Collegedale, TN",1596.0,-666666666.0,0.0,0.0,0.0,7970,35.0526022,-85.0487991
"Collegeville, PA",40720.0,129159.0,5045.0,1867.0,8402.0,5233,40.1868645,-75.45751920000002
"Colleyville, TX",26418.0,163315.0,1392.0,1201.0,7491.0,27089,32.8914779,-97.1497473
"Colliers, WV",1714.0,49605.0,684.0,178.0,62.0,77,40.3651089,-80.53769270000002
"Collierville, TN",55073.0,110873.0,4835.0,2275.0,12510.0,44643,35.0489249,-89.69707640000001
"Collingswood, NJ",18333.0,97279.0,2601.0,938.0,4382.0,13144,39.9152748,-75.07839150000002
"Collins, GA",2723.0,41534.0,566.0,167.0,208.0,590,32.1792144,-82.10987349999998
"Collins, IA",944.0,64940.0,214.0,143.0,65.0,569,41.90238239999999,-93.3080693
"Collins, MO",1004.0,39493.0,254.0,31.0,55.0,152,37.8896071,-93.6218241
"Collins, MS",9900.0,33038.0,1874.0,436.0,726.0,1822,31.648272100000003,-89.56758149999997
"Collins, OH",1540.0,68977.0,710.0,41.0,120.0,560,41.2541051,-82.4823628
"Collins, WI",146.0,70278.0,27.0,30.0,4.0,199,44.08567100000001,-87.9811243
"Collinston, LA",1391.0,48813.0,308.0,87.0,64.0,273,32.6892831,-91.871813
"Collinsville, AL",7082.0,39467.0,1528.0,424.0,180.0,1554,34.2672242,-85.86860970000002
"Collinsville, CT",140.0,199097.0,0.0,43.0,58.0,3768,41.8222453,-72.9244875
"Collinsville, IL",32474.0,56010.0,5690.0,2152.0,3830.0,23998,38.6757474,-90.0057566
"Collinsville, MS",6275.0,61054.0,1042.0,592.0,777.0,1873,32.48732260000001,-88.8443069
"Collinsville, OK",20226.0,74030.0,3746.0,1153.0,2505.0,4169,36.3692625,-95.8617563
"Collinsville, TX",3294.0,69107.0,627.0,143.0,382.0,1755,33.5593701,-96.9072243
"Collinsville, VA",7527.0,39399.0,1433.0,613.0,567.0,5155,36.7210196,-79.911638
"Collinwood, TN",3089.0,38221.0,893.0,92.0,124.0,943,35.1745096,-87.7440931
"Collyer, KS",154.0,46250.0,66.0,13.0,5.0,104,39.037322,-100.1182597
"Colman, SD",1412.0,73250.0,359.0,127.0,171.0,383,43.9834734,-96.8147449
"Colmesneil, TX",2585.0,42083.0,736.0,124.0,207.0,594,30.9096561,-94.4220586
"Colo, IA",1474.0,74345.0,306.0,146.0,162.0,1019,42.0145313,-93.3185872
"Cologne, MN",3466.0,92237.0,654.0,262.0,484.0,1346,44.7698248,-93.7924281
"Coloma, MI",9267.0,56400.0,1559.0,852.0,892.0,1435,42.18657,-86.3093458
"Coloma, WI",1710.0,47125.0,426.0,88.0,118.0,457,44.03865070000001,-89.531148
"Colome, SD",1000.0,51563.0,239.0,57.0,82.0,286,43.2598866,-99.7173234
"Colon, MI",3252.0,47969.0,683.0,112.0,295.0,1185,41.9626742,-85.3194386
"Colon, NE",528.0,117569.0,88.0,23.0,99.0,111,41.2981193,-96.607335
"Colona, IL",7035.0,73096.0,1633.0,398.0,837.0,4784,41.4733755,-90.3324184
"Colonia, NJ",18205.0,113136.0,3608.0,814.0,3387.0,18678,40.589329,-74.31141459999998
"Colonial Beach, VA",8872.0,54018.0,1836.0,307.0,753.0,3548,38.2644068,-76.99372890000002
"Colonial Heights, VA",26017.0,60631.0,4781.0,1727.0,2997.0,17055,37.2616846,-77.3968043
"Colony, KS",811.0,48542.0,120.0,72.0,84.0,378,38.0728386,-95.3622249
"Colony, OK",223.0,71500.0,46.0,3.0,42.0,138,35.3485373,-98.6714578
"Colorado City, AZ",6160.0,58804.0,572.0,106.0,138.0,64,36.9701089,-112.9853115
"Colorado City, CO",1674.0,42670.0,249.0,165.0,106.0,3351,37.9393795,-104.843082
"Colorado City, TX",7456.0,49583.0,1293.0,356.0,418.0,3573,32.399486,-100.8583036
"Colorado Springs, CO",592012.0,-64448315.67741936,64551.0,42324.0,90945.0,433202,38.8672553,-104.760749
"Colp, IL",332.0,-666666666.0,72.0,9.0,6.0,227,37.8073498,-89.0785314
"Colquitt, GA",6288.0,42044.0,1396.0,482.0,335.0,37,31.1732154,-84.73237890000001
"Colstrip, MT",2510.0,85156.0,427.0,235.0,221.0,1546,45.89451370000001,-106.6284193
"Colton, CA",59972.0,54435.0,8761.0,2975.0,4402.0,53666,34.0545252,-117.32502859999998
"Colton, NY",1778.0,59274.0,443.0,180.0,200.0,347,44.5650559,-74.94666190000002
"Colton, SD",1337.0,68833.0,250.0,67.0,182.0,909,43.78750150000001,-96.9285517
"Colton, WA",739.0,60526.0,136.0,83.0,117.0,450,46.5674673,-117.1284451
"Columbia City, IN",23286.0,60655.0,5214.0,2153.0,2681.0,8508,41.163051,-85.47875069999998
"Columbia City, OR",1789.0,72171.0,449.0,96.0,89.0,1949,45.8975459,-122.8124019
"Columbia Falls, MT",15525.0,52275.0,3544.0,1644.0,1931.0,5067,48.3714764,-114.19183429999998
"Columbia, AL",2200.0,41893.0,388.0,134.0,135.0,1,31.2953514,-85.1102016
"Columbia, CA",1874.0,41111.0,352.0,180.0,152.0,989,38.0312272,-120.4133976
"Columbia, IL",14067.0,101250.0,1875.0,1014.0,2751.0,9853,38.4580565,-90.2160003
"Columbia, KY",16656.0,38395.0,3254.0,1030.0,881.0,4183,37.1034366,-85.30753709999998
"Columbia, LA",6371.0,29085.0,1452.0,100.0,354.0,385,32.1021018,-92.0764341
"Columbia, MD",100276.0,107392.0,7708.0,3750.0,21989.0,104574,39.201146,-76.85904980000002
"Columbia, MO",152416.0,-166626897.25,14944.0,5926.0,24095.0,96622,38.9472896,-92.3263872
"Columbia, MS",16454.0,33436.0,3813.0,1205.0,808.0,5548,31.2569087,-89.8254429
"Columbia, NC",4003.0,38145.0,804.0,240.0,240.0,796,35.9234059,-76.24048
"Columbia, NJ",3437.0,99243.0,698.0,166.0,585.0,229,40.9258682,-75.0940623
"Columbia, PA",18027.0,48197.0,4637.0,956.0,1693.0,10798,40.0348552,-76.4958891
"Columbia, SC",343984.0,-142813859.35714287,38689.0,18425.0,50125.0,140263,34.0405186,-80.9060995
"Columbia, SD",369.0,63889.0,135.0,9.0,43.0,166,45.614824,-98.3106397
"Columbia, TN",61787.0,55744.0,13139.0,4317.0,5562.0,34341,35.622509,-87.04976590000003
"Columbiana, AL",9838.0,51782.0,2070.0,435.0,1211.0,2810,33.1914517,-86.6156184
"Columbiana, OH",9654.0,52247.0,2530.0,784.0,1201.0,6080,40.885537,-80.66781850000002
"Columbiaville, MI",6259.0,59975.0,1458.0,396.0,520.0,784,43.15430870000001,-83.4041637
"Columbus City, IA",340.0,51750.0,85.0,12.0,22.0,380,41.2591785,-91.374738
"Columbus Grove, OH",5718.0,58466.0,1509.0,564.0,427.0,7,40.9198291,-84.0603071
"Columbus Junction, IA",3566.0,49228.0,787.0,198.0,261.0,1602,41.27916810000001,-91.3640046
"Columbus, GA",174287.0,38876.333333333336,26358.0,10302.0,16456.0,109787,32.510197,-84.874946
"Columbus, IN",71638.0,63234.0,11544.0,4037.0,10098.0,44842,39.2089404,-85.91809620000002
"Columbus, KS",5795.0,46604.0,1138.0,384.0,683.0,2965,37.1716138,-94.8440757
"Columbus, KY",214.0,36607.0,41.0,10.0,2.0,129,36.7597508,-89.10190659999998
"Columbus, MS",49256.0,47935.0,8710.0,2883.0,4873.0,22799,33.508207899999995,-88.4071276
"Columbus, MT",4380.0,64825.0,929.0,208.0,481.0,1917,45.63596610000001,-109.2487842
"Columbus, NC",6537.0,46672.0,1102.0,543.0,849.0,1055,35.2511652,-82.20978640000001
"Columbus, ND",275.0,89583.0,40.0,32.0,38.0,124,48.9049818,-102.7811759
"Columbus, NE",28642.0,61280.0,4575.0,2522.0,2821.0,15384,41.4364095,-97.3560671
"Columbus, NM",1201.0,21227.0,113.0,89.0,33.0,101,31.8274182,-107.6422938
"Columbus, OH",856436.0,52630.9,126400.0,36288.0,131611.0,754239,39.9855308,-82.98559399999998
"Columbus, PA",801.0,47222.0,256.0,61.0,26.0,405,41.9478709,-79.5834988
"Columbus, TX",6816.0,53532.0,1295.0,333.0,873.0,3559,29.7044645,-96.5589146
"Columbus, WI",7858.0,68750.0,1544.0,716.0,1170.0,4419,43.3368046,-89.0299875
"Colusa, CA",7633.0,54167.0,1130.0,448.0,634.0,6001,39.2057868,-122.0124195
"Colver, PA",956.0,48750.0,244.0,130.0,88.0,952,40.542658,-78.7891547
"Colville, WA",12876.0,50067.0,2660.0,871.0,1227.0,4733,48.5454605,-117.8985132
"Colwell, IA",40.0,61042.0,19.0,1.0,0.0,61,43.1572453,-92.5916111
"Colwich, KS",2658.0,90625.0,368.0,115.0,483.0,1401,37.78181,-97.5362775
"Comanche, OK",5158.0,44700.0,1446.0,187.0,286.0,1605,34.3625029,-97.9798792
"Comanche, TX",7909.0,55531.0,1532.0,421.0,649.0,3798,31.9004841,-98.6043636
"Combes, TX",601.0,49911.0,124.0,13.0,0.0,2786,26.234095,-97.7211569
"Combined Locks, WI",3577.0,71014.0,805.0,146.0,520.0,3515,44.2619946,-88.3095341
"Combs, KY",0.0,-666666666.0,0.0,0.0,0.0,309,37.2692127,-83.21570859999999
"Comer, GA",4832.0,48514.0,903.0,210.0,315.0,1225,34.0624625,-83.1273204
"Comfort, TX",7312.0,65757.0,986.0,395.0,723.0,2705,29.9723107,-98.9046982
"Comfort, WV",326.0,42976.0,89.0,0.0,39.0,293,38.1316938,-81.6101797
"Comfrey, MN",847.0,60500.0,219.0,48.0,87.0,364,44.1110569,-94.9028387
"Commack, NY",29396.0,133893.0,4387.0,1909.0,5692.0,36810,40.8434495,-73.28333559999999
"Commerce City, CO",51863.0,70557.0,7794.0,2746.0,4048.0,49954,39.8827917,-104.7949081
"Commerce, GA",18245.0,51700.5,3762.0,931.0,1162.0,6974,34.2142985,-83.4757128
"Commerce, OK",2550.0,33036.0,578.0,88.0,116.0,2468,36.93490429999999,-94.8614741
"Commerce, TX",11371.0,35407.0,1730.0,224.0,787.0,8083,33.2409923,-95.8988689
"Commercial Point, OH",1863.0,88958.0,393.0,74.0,219.0,1745,39.7908643,-83.0266013
"Commodore, PA",1443.0,51000.0,404.0,37.0,119.0,356,40.7151392,-78.93477759999998
"Como, MS",5368.0,27475.0,1308.0,400.0,200.0,1204,34.513561100000004,-89.939947
"Como, TX",2122.0,51875.0,639.0,72.0,28.0,692,33.0597132,-95.475236
"Comptche, CA",226.0,35852.0,0.0,32.0,0.0,139,39.2651343,-123.5897145
"Compton, CA",137705.0,52781.666666666664,21900.0,4301.0,5103.0,98883,33.8940467,-118.2274687
"Compton, IL",774.0,56719.0,194.0,59.0,24.0,305,41.6941312,-89.08562359999998
"Comstock Park, MI",17160.0,57867.0,2749.0,1339.0,2156.0,10722,43.0441197,-85.6763234
"Comstock, MN",83.0,86875.0,8.0,6.0,14.0,106,46.6596149,-96.7465374
"Comstock, NE",268.0,58125.0,73.0,19.0,34.0,95,41.557204,-99.242977
"Concepcion, TX",617.0,52396.0,81.0,36.0,35.0,62,27.3951328,-98.35562790000002
"Conception Junction, MO",478.0,61563.0,145.0,26.0,59.0,198,40.268351,-94.6913599
"Conception, MO",289.0,57188.0,14.0,11.0,17.0,196,40.238844,-94.6809008
"Conchas Dam, NM",33.0,-666666666.0,13.0,0.0,0.0,9,35.35482670000001,-104.1953608
"Concho, AZ",2660.0,39409.0,597.0,189.0,258.0,40,34.471562799999994,-109.6140251
"Conconully, WA",183.0,38750.0,50.0,16.0,12.0,36,48.5585534,-119.7521288
"Concord, CA",130809.0,90001.25,15148.0,8730.0,23312.0,115727,37.9721861,-122.0016064
"Concord, GA",3789.0,72917.0,844.0,177.0,219.0,96,33.0921289,-84.43884399999997
"Concord, IL",261.0,39167.0,96.0,14.0,12.0,81,39.815604,-90.3703939
"Concord, MI",3047.0,58587.0,594.0,228.0,299.0,1012,42.17699620000001,-84.6454888
"Concord, NC",123141.0,66109.5,17924.0,7515.0,16844.0,93336,35.39209370000001,-80.63551009999998
"Concord, NE",249.0,61500.0,52.0,16.0,44.0,164,42.3841716,-96.9892931
"Concord, NH",49011.0,69831.5,7423.0,3777.0,7295.0,38562,43.2324926,-71.56125229999998
"Concord, VA",5591.0,55795.0,910.0,326.0,508.0,1453,37.34484000000001,-78.9828885
"Concord, VT",1156.0,55069.0,299.0,91.0,86.0,251,44.4355975,-71.8864038
"Concordia, KS",6061.0,44819.0,1107.0,526.0,521.0,4606,39.5668653,-97.64676740000002
"Concordia, MO",3924.0,63306.0,1004.0,369.0,337.0,2411,38.9875131,-93.5692268
"Concrete, WA",4410.0,51823.0,850.0,432.0,295.0,871,48.5326167,-121.7551553
"Conde, SD",489.0,73500.0,100.0,63.0,68.0,149,45.15730070000001,-98.0954559
"Condon, MT",486.0,50313.0,131.0,32.0,118.0,123,47.5343916,-113.6910811
"Condon, OR",922.0,42054.0,188.0,72.0,99.0,664,45.2365543,-120.1859258
"Conehatta, MS",2391.0,26845.0,403.0,140.0,138.0,651,32.466606899999995,-89.26693409999999
"Conejos, CO",65.0,-666666666.0,9.0,0.0,0.0,60,37.0872571,-106.0159931
"Conestoga, PA",4469.0,71477.0,1184.0,317.0,590.0,1009,39.9397552,-76.336045
"Conesus, NY",2773.0,70700.0,502.0,306.0,414.0,308,42.7263326,-77.66967640000001
"Conesville, IA",795.0,42037.0,153.0,35.0,31.0,320,41.3796439,-91.3485854
"Conesville, OH",769.0,37188.0,368.0,66.0,10.0,340,40.1851356,-81.89202890000001
"Conetoe, NC",249.0,30750.0,37.0,17.0,7.0,191,35.81762720000001,-77.4571318
"Confluence, PA",1988.0,35714.0,701.0,133.0,173.0,754,39.80990360000001,-79.3559046
"Conger, MN",110.0,47143.0,30.0,19.0,8.0,126,43.6152505,-93.5274983
"Congers, NY",9075.0,120378.0,1166.0,719.0,1565.0,8941,41.1491221,-73.9463705
"Congerville, IL",1149.0,78281.0,282.0,117.0,101.0,480,40.6166516,-89.20482209999999
"Congress, AZ",1747.0,42370.0,299.0,100.0,151.0,2136,34.1533555,-112.8655548
"Conley, GA",8749.0,54002.0,1598.0,605.0,690.0,6815,33.642273100000004,-84.3343336
"Conneaut Lake, PA",5159.0,62045.0,1394.0,265.0,680.0,643,41.6026765,-80.3094107
"Conneaut, OH",16165.0,48498.0,4282.0,1004.0,1120.0,2378,41.9272986,-80.5683821
"Conneautville, PA",3069.0,54306.0,1011.0,150.0,292.0,770,41.7578485,-80.3686421
"Connell, WA",6394.0,57747.0,817.0,323.0,175.0,2088,46.6622026,-118.84049740000002
"Connellsville, PA",19136.0,46240.0,5619.0,1413.0,1797.0,6534,40.0159013,-79.5896296
"Connelly Springs, NC",12314.0,44130.0,2377.0,1089.0,920.0,863,35.7549907,-81.4970469
"Conner, MT",251.0,54821.0,51.0,14.0,13.0,116,45.9257909,-114.1334739
"Connersville, IN",22391.0,45701.0,5228.0,1244.0,1415.0,12613,39.6580232,-85.14174709999998
"Connerville, OK",175.0,-666666666.0,85.0,0.0,0.0,45,34.442068799999994,-96.6296759
"Connoquenessing, PA",256.0,51458.0,73.0,26.0,21.0,505,40.8174169,-80.015151
"Conover, NC",23353.0,53628.0,4067.0,1953.0,1976.0,8301,35.7152156,-81.2168255
"Conrad, IA",1546.0,65441.0,366.0,152.0,225.0,1073,42.2233929,-92.8740826
"Conrad, MT",3601.0,52198.0,749.0,265.0,480.0,11,48.174083,-111.9465927
"Conroe, TX",165042.0,68057.0,23049.0,7905.0,18156.0,64818,30.3248839,-95.4872792
"Conroy, IA",268.0,58060.0,84.0,8.0,25.0,256,41.7266134,-91.9985284
"Conshohocken, PA",17222.0,89830.0,2781.0,599.0,5031.0,8100,40.077219,-75.3041005
"Constableville, NY",1059.0,48173.0,390.0,79.0,43.0,244,43.5648781,-75.428055
"Constantia, NY",2595.0,66349.0,515.0,399.0,217.0,1132,43.25855960000001,-76.00902430000002
"Constantine, MI",4723.0,50344.0,1318.0,314.0,309.0,1824,41.8379555,-85.6652122
"Continental Divide, NM",439.0,23194.0,83.0,8.0,8.0,13,35.4329041,-108.3358203
"Continental, OH",3400.0,53730.0,1166.0,200.0,210.0,1160,41.0990545,-84.27312690000002
"Contoocook, NH",5691.0,88854.0,680.0,503.0,1010.0,1483,43.2306688,-71.71313149999997
"Convent, LA",1166.0,34083.0,345.0,28.0,58.0,702,30.015210600000003,-90.8202337
"Converse, IN",2407.0,61111.0,434.0,258.0,222.0,1147,40.5789128,-85.87537040000002
"Converse, SC",250.0,-666666666.0,36.0,10.0,0.0,722,34.9956529,-81.84305340000002
"Converse, TX",39769.0,70242.0,4831.0,2850.0,3625.0,24249,29.5075934,-98.3078321
"Convoy, OH",3088.0,62902.0,736.0,249.0,282.0,1053,40.9173472,-84.7059319
"Conway Springs, KS",2650.0,65427.0,599.0,115.0,277.0,1206,37.3898615,-97.6429417
"Conway, AR",86094.0,-222189420.66666666,10780.0,4055.0,11094.0,60332,35.07435039999999,-92.4670775
"Conway, MI",306.0,38516.0,66.0,34.0,21.0,134,45.4090855,-84.8709136
"Conway, MO",2545.0,46161.0,596.0,105.0,105.0,40,37.506792,-92.8310028
"Conway, NC",2041.0,42685.0,582.0,108.0,166.0,481,36.4388693,-77.2287003
"Conway, NH",3845.0,52051.0,700.0,232.0,520.0,1915,43.9866508,-71.1203572
"Conway, PA",2190.0,58125.0,530.0,235.0,308.0,2165,40.6663378,-80.24017909999998
"Conway, SC",74734.0,45673.5,15316.0,5204.0,5703.0,7651,33.8386652,-79.042966
"Conway, WA",0.0,-666666666.0,0.0,0.0,0.0,137,48.3356815,-122.34443190000002
"Conyers, GA",88725.0,61270.666666666664,16206.0,5454.0,10083.0,15334,33.666536,-83.99768470000002
"Conyngham, PA",1554.0,63429.0,357.0,159.0,281.0,1924,40.99123529999999,-76.059854
"Cook, MN",2152.0,58700.0,519.0,250.0,241.0,437,47.83568010000001,-92.6888419
"Cook, NE",655.0,49205.0,185.0,55.0,70.0,304,40.5105751,-96.1616373
"Cookeville, TN",69735.0,-222191910.0,12969.0,2391.0,7749.0,31450,36.1469256,-85.5126534
"Cookson, OK",1156.0,54258.0,193.0,56.0,239.0,981,35.7212717,-94.9154919
"Cookstown, NJ",1005.0,80750.0,211.0,76.0,135.0,595,40.04373820000001,-74.54765359999998
"Cooksville, IL",513.0,61313.0,120.0,19.0,46.0,62,40.5426622,-88.7147084
"Cooleemee, NC",942.0,48750.0,136.0,64.0,61.0,988,35.8112454,-80.5569226
"Coolidge, AZ",17053.0,49142.0,2616.0,644.0,1020.0,11498,32.9336157,-111.5235854
"Coolidge, GA",1922.0,44028.0,407.0,135.0,121.0,497,31.0107691,-83.86647579999998
"Coolidge, KS",201.0,31146.0,75.0,7.0,34.0,100,38.0414247,-102.0078189
"Coolidge, TX",1290.0,38947.0,207.0,106.0,107.0,963,31.751448,-96.65222
"Coolin, ID",252.0,108750.0,31.0,24.0,46.0,106,48.4760194,-116.8439853
"Coolville, OH",3532.0,52863.0,1398.0,239.0,239.0,548,39.2162372,-81.79964840000002
"Coon Rapids, IA",1916.0,54779.0,458.0,118.0,254.0,1165,41.874705,-94.6784518
"Coon Valley, WI",2142.0,68846.0,492.0,180.0,287.0,783,43.7018929,-91.0114147
"Cooper Landing, AK",488.0,69242.0,18.0,34.0,126.0,329,60.4945792,-149.84394540000002
"Cooper, TX",3504.0,49107.0,556.0,133.0,415.0,1478,33.371987100000005,-95.6907023
"Coopers Plains, NY",186.0,65263.0,48.0,36.0,33.0,466,42.1793453,-77.1375226
"Coopersburg, PA",13942.0,101842.0,3007.0,936.0,2224.0,2530,40.5103683,-75.39192
"Cooperstown, ND",1426.0,62500.0,264.0,97.0,177.0,813,47.4451019,-98.1258486
"Cooperstown, NY",5419.0,56759.0,784.0,453.0,896.0,1852,42.698875,-74.9306589
"Cooperstown, PA",1321.0,50000.0,486.0,72.0,73.0,452,41.4997996,-79.8736264
"Coopersville, MI",8553.0,66854.0,1785.0,571.0,913.0,4280,43.065467100000006,-85.933752
"Coos Bay, OR",27926.0,49897.0,4319.0,1880.0,2231.0,15836,43.38112570000001,-124.232597
"Coosada, AL",1039.0,41641.0,232.0,51.0,89.0,859,32.4953941,-86.3265431
"Coosawhatchie, SC",0.0,-666666666.0,0.0,0.0,0.0,6,32.586261,-80.93384329999998
"Cooter, MO",367.0,41111.0,48.0,12.0,27.0,407,36.0466935,-89.80917029999998
"Copake Falls, NY",501.0,-666666666.0,211.0,10.0,48.0,195,42.12022320000001,-73.5247233
"Copake, NY",1747.0,91750.0,385.0,185.0,232.0,282,42.1048418,-73.5547145
"Copalis Beach, WA",757.0,-666666666.0,195.0,15.0,7.0,442,47.1245713,-124.166453
"Copan, OK",1751.0,54135.0,468.0,76.0,161.0,64,36.9004733,-95.9252915
"Cope, CO",251.0,57917.0,36.0,12.0,26.0,40,39.6642169,-102.8451273
"Copeland, KS",997.0,67120.0,119.0,43.0,53.0,313,37.5402401,-100.6286067
"Copemish, MI",1113.0,48214.0,307.0,63.0,78.0,183,44.481667,-85.9251498
"Copenhagen, NY",2172.0,58024.0,606.0,163.0,109.0,584,43.8934361,-75.6726175
"Copiague, NY",19481.0,75085.0,4135.0,1066.0,1748.0,22962,40.6703578,-73.3927609
"Coplay, PA",7806.0,65684.0,2097.0,600.0,788.0,2556,40.6707092,-75.49554659999998
"Coppell, TX",42888.0,118740.0,1900.0,1452.0,11648.0,43704,32.9633064,-96.9905565
"Copper City, MI",197.0,39375.0,56.0,13.0,12.0,191,47.2841994,-88.38754859999997
"Copperas Cove, TX",36560.0,53547.0,5190.0,3297.0,3103.0,30357,31.1195749,-97.9143974
"Copperhill, TN",2546.0,34444.0,535.0,185.0,200.0,259,34.998970799999995,-84.391339
"Copperopolis, CA",4541.0,83313.0,966.0,490.0,441.0,2340,37.9653875,-120.6409728
"Coquille, OR",6670.0,39615.0,1563.0,338.0,357.0,3894,43.1803309,-124.1841632
"Cora, WY",213.0,144292.0,32.0,0.0,98.0,43,42.9576613,-109.9915902
"Coral Springs, FL",97573.0,73842.5,13319.0,7225.0,14755.0,127823,26.2707217,-80.25930140000001
"Coral, PA",187.0,-666666666.0,125.0,12.0,0.0,320,40.50355510000001,-79.1752161
"Coralville, IA",20909.0,59788.0,1488.0,1034.0,4194.0,20790,41.6987946,-91.5967998
"Coram, MT",537.0,40417.0,110.0,9.0,87.0,447,48.4306203,-114.04681370000002
"Coram, NY",29736.0,82655.0,5558.0,2451.0,3573.0,35243,40.8812363,-73.0058823
"Coraopolis, PA",40971.0,79083.0,5914.0,3057.0,8938.0,5728,40.514618,-80.1618252
"Corbin, KY",29888.0,42449.0,5915.0,1357.0,2359.0,7202,36.9315836,-84.10078990000002
"Corcoran, CA",23357.0,38521.0,3169.0,679.0,447.0,24045,36.084057,-119.5612683
"Cordele, GA",21466.0,35444.0,4579.0,1214.0,1272.0,10058,31.9560903,-83.7700771
"Corder, MO",739.0,49423.0,260.0,10.0,39.0,406,39.0991952,-93.6389312
"Cordova, AL",5504.0,39776.0,1290.0,460.0,185.0,2085,33.7617881,-87.1994156
"Cordova, IL",1322.0,73194.0,346.0,118.0,109.0,675,41.6770284,-90.3207125
"Cordova, MD",2583.0,88514.0,678.0,171.0,311.0,407,38.8680104,-75.9988853
